Image,Depth_level,Useful_pixels(%)
000000071499.jpg,0,99.3812
000000071503.jpg,7,39.9362
000000071521.jpg,1,86.4165
000000071528.jpg,2,79.9027
000000071550.jpg,2,72.9992
000000071552.jpg,2,56.0846
000000071573.jpg,0,100.0
000000071582.jpg,2,56.5827
000000071596.jpg,0,99.7079
000000071597.jpg,2,63.2329
000000071599.jpg,1,99.1379
000000071601.jpg,7,27.2501
000000071602.jpg,1,100.0
000000071603.jpg,3,49.6429
000000071608.jpg,0,100.0
000000071651.jpg,0,99.8936
000000071667.jpg,1,79.4189
000000071677.jpg,2,90.9507
000000071682.jpg,1,100.0
000000071691.jpg,2,69.1896
000000071699.jpg,2,91.8344
000000071713.jpg,1,70.7523
000000071714.jpg,5,44.4121
000000071716.jpg,1,98.0746
000000071719.jpg,1,91.3494
000000071720.jpg,1,100.0
000000071724.jpg,3,49.7475
000000071735.jpg,1,80.3903
000000071737.jpg,2,93.4269
000000071738.jpg,2,72.6607
000000071749.jpg,1,100.0
000000071752.jpg,1,89.6978
000000071759.jpg,1,72.5869
000000071811.jpg,1,86.684
000000071815.jpg,2,88.2572
000000071826.jpg,0,100.0
000000071838.jpg,3,84.1367
000000071881.jpg,1,89.888
000000071883.jpg,1,98.7182
000000071908.jpg,4,61.4389
000000071918.jpg,2,73.8179
000000071920.jpg,3,65.8007
000000071927.jpg,2,58.5617
000000071970.jpg,4,33.8266
000000071984.jpg,3,77.6227
000000071986.jpg,1,73.4251
000000071988.jpg,2,52.8298
000000071989.jpg,1,100.0
000000071992.jpg,2,89.7336
000000072000.jpg,1,100.0
000000072002.jpg,3,99.962
000000072007.jpg,0,100.0
000000072011.jpg,3,77.128
000000072016.jpg,0,99.5748
000000072023.jpg,2,51.8567
000000072024.jpg,0,99.1424
000000072030.jpg,2,100.0
000000072075.jpg,2,79.7759
000000072095.jpg,1,72.8278
000000072096.jpg,2,79.1683
000000072098.jpg,4,56.4978
000000072101.jpg,2,93.9134
000000072105.jpg,0,100.0
000000072110.jpg,1,100.0
000000072118.jpg,2,100.0
000000072119.jpg,2,88.0696
000000072124.jpg,1,68.1178
000000072155.jpg,2,95.889
000000072156.jpg,0,100.0
000000072165.jpg,1,100.0
000000072177.jpg,1,88.3272
000000072189.jpg,4,39.4373
000000072203.jpg,1,98.0573
000000072207.jpg,7,23.8428
000000072210.jpg,2,96.7407
000000072235.jpg,2,92.3789
000000072238.jpg,1,100.0
000000072249.jpg,2,70.7408
000000072255.jpg,3,79.2774
000000072256.jpg,4,43.0678
000000072263.jpg,2,68.973
000000072266.jpg,1,85.6876
000000072312.jpg,1,99.5806
000000072315.jpg,2,89.3994
000000072338.jpg,0,99.39
000000072354.jpg,1,86.0252
000000072368.jpg,1,82.7979
000000072370.jpg,4,38.9273
000000072373.jpg,2,84.6236
000000072376.jpg,0,99.0924
000000072396.jpg,1,87.5352
000000072397.jpg,0,99.536
000000072424.jpg,0,100.0
000000072429.jpg,1,73.1579
000000072430.jpg,0,99.5895
000000072435.jpg,4,53.2532
000000072437.jpg,1,85.0069
000000072442.jpg,1,87.988
000000072453.jpg,1,100.0
000000072454.jpg,1,98.1082
000000072463.jpg,2,100.0
000000072505.jpg,1,100.0
000000072507.jpg,1,82.9814
000000072509.jpg,2,72.4547
000000072514.jpg,1,97.0
000000072519.jpg,1,65.1219
000000072525.jpg,1,87.4622
000000072536.jpg,0,99.3893
000000072538.jpg,1,91.0661
000000072549.jpg,2,52.6132
000000072550.jpg,1,67.5192
000000072551.jpg,1,67.4137
000000072564.jpg,3,62.5871
000000072565.jpg,0,99.1878
000000072567.jpg,1,80.9704
000000072573.jpg,1,97.0832
000000072575.jpg,1,96.0137
000000072580.jpg,1,100.0
000000072582.jpg,1,95.3779
000000072592.jpg,3,59.624
000000072595.jpg,2,89.0403
000000072601.jpg,4,77.8988
000000072612.jpg,1,85.3136
000000072615.jpg,0,100.0
000000072626.jpg,2,68.4189
000000072646.jpg,1,81.0264
000000072650.jpg,4,43.8812
000000072656.jpg,0,100.0
000000072657.jpg,0,100.0
000000072681.jpg,1,97.7089
000000072690.jpg,3,65.6184
000000072702.jpg,1,80.3917
000000072708.jpg,2,90.5498
000000072728.jpg,4,30.8331
000000072731.jpg,3,94.1785
000000072737.jpg,0,100.0
000000072746.jpg,3,71.9847
000000072764.jpg,2,100.0
000000072769.jpg,3,98.3364
000000072770.jpg,0,100.0
000000072776.jpg,6,43.1595
000000072788.jpg,1,89.0735
000000072790.jpg,2,94.0662
000000072792.jpg,2,61.4929
000000072793.jpg,0,99.7558
000000072794.jpg,4,70.3195
000000072797.jpg,1,100.0
000000072809.jpg,2,64.521
000000072829.jpg,2,98.7421
000000072833.jpg,2,70.0832
000000072839.jpg,2,82.8871
000000072850.jpg,1,99.3965
000000072859.jpg,1,85.689
000000072860.jpg,3,39.0895
000000072861.jpg,2,80.1844
000000072866.jpg,1,100.0
000000072872.jpg,0,99.9467
000000072883.jpg,0,100.0
000000072888.jpg,1,95.0754
000000072889.jpg,5,55.9722
000000072902.jpg,1,76.4316
000000072906.jpg,1,95.3685
000000072909.jpg,1,99.3172
000000072910.jpg,1,100.0
000000072923.jpg,1,74.2111
000000072927.jpg,1,100.0
000000072944.jpg,1,95.6699
000000072947.jpg,1,88.5857
000000072961.jpg,1,91.6736
000000072969.jpg,2,69.6652
000000072975.jpg,1,87.5143
000000072984.jpg,2,82.3331
000000072986.jpg,1,96.4034
000000072987.jpg,0,99.3048
000000072988.jpg,0,99.6154
000000072993.jpg,1,78.1406
000000072998.jpg,2,66.39
000000073009.jpg,0,99.9963
000000073016.jpg,1,95.4016
000000073022.jpg,1,100.0
000000073035.jpg,1,100.0
000000073040.jpg,3,53.1458
000000073093.jpg,1,76.9057
000000073094.jpg,5,3.0804
000000073096.jpg,1,77.3187
000000073119.jpg,3,71.8337
000000073120.jpg,2,45.7881
000000073141.jpg,1,76.8805
000000073159.jpg,1,84.8152
000000073162.jpg,1,89.7643
000000073172.jpg,1,83.5011
000000073174.jpg,0,99.4016
000000073180.jpg,1,95.6523
000000073182.jpg,0,99.7601
000000073187.jpg,1,71.8526
000000073190.jpg,1,94.6891
000000073192.jpg,1,95.5573
000000073197.jpg,2,62.6849
000000073199.jpg,1,92.6171
000000073201.jpg,1,94.4222
000000073206.jpg,0,99.3358
000000073209.jpg,1,92.2148
000000073212.jpg,1,100.0
000000073226.jpg,1,100.0
000000073235.jpg,5,40.8197
000000073244.jpg,5,14.0453
000000073256.jpg,2,70.222
000000073262.jpg,0,100.0
000000073278.jpg,1,89.2795
000000073293.jpg,2,79.7441
000000073302.jpg,1,91.8649
000000073327.jpg,3,61.9634
000000073333.jpg,3,67.294
000000073339.jpg,1,99.875
000000073348.jpg,0,100.0
000000073361.jpg,1,93.2388
000000073367.jpg,2,61.2291
000000073374.jpg,2,79.7611
000000073413.jpg,2,72.2783
000000073418.jpg,2,77.5632
000000073427.jpg,2,60.8413
000000073429.jpg,1,88.1446
000000073434.jpg,1,96.7393
000000073436.jpg,0,99.7322
000000073437.jpg,1,82.6249
000000073442.jpg,0,99.3933
000000073445.jpg,1,90.1032
000000073446.jpg,1,99.6787
000000073450.jpg,2,80.5811
000000073460.jpg,2,73.9271
000000073470.jpg,3,91.4827
000000073491.jpg,1,100.0
000000073503.jpg,4,70.9873
000000073508.jpg,0,98.8759
000000073510.jpg,2,56.5417
000000073513.jpg,1,62.712
000000073527.jpg,1,74.5895
000000073536.jpg,1,99.1733
000000073537.jpg,1,87.4316
000000073554.jpg,0,98.9635
000000073560.jpg,0,99.7424
000000073568.jpg,1,94.7695
000000073584.jpg,1,98.5465
000000073588.jpg,0,99.27
000000073610.jpg,1,100.0
000000073620.jpg,2,89.7408
000000073622.jpg,1,87.496
000000073626.jpg,1,82.4018
000000073639.jpg,1,71.6079
000000073647.jpg,1,95.9822
000000073648.jpg,2,78.1261
000000073660.jpg,2,73.255
000000073665.jpg,2,54.111
000000073668.jpg,2,91.1638
000000073671.jpg,1,98.0842
000000073690.jpg,2,100.0
000000073694.jpg,2,62.0262
000000073707.jpg,2,74.1395
000000073720.jpg,4,59.8307
000000073724.jpg,1,83.933
000000073738.jpg,5,29.1077
000000073749.jpg,1,100.0
000000073753.jpg,1,85.1816
000000073773.jpg,0,100.0
000000073783.jpg,1,93.2961
000000073786.jpg,0,99.9264
000000073801.jpg,3,77.8811
000000073814.jpg,2,69.1476
000000073824.jpg,2,91.5004
000000073826.jpg,1,69.0459
000000073832.jpg,1,98.6383
000000073843.jpg,1,75.8178
000000073857.jpg,1,80.2832
000000073860.jpg,2,91.284
000000073864.jpg,1,98.6144
000000073885.jpg,1,74.625
000000073889.jpg,0,99.4138
000000073892.jpg,3,51.6715
000000073897.jpg,3,75.0106
000000073898.jpg,3,58.6641
000000073903.jpg,0,99.1522
000000073925.jpg,3,55.6558
000000073927.jpg,1,100.0
000000073929.jpg,2,90.9417
000000073936.jpg,2,51.9023
000000073941.jpg,0,100.0
000000073951.jpg,1,78.0227
000000073966.jpg,2,63.5528
000000073974.jpg,2,53.9146
000000073976.jpg,4,26.9602
000000073996.jpg,0,99.9985
000000073997.jpg,2,92.9271
000000073999.jpg,3,100.0
000000074001.jpg,0,100.0
000000074007.jpg,1,87.5229
000000074017.jpg,1,95.0844
000000074030.jpg,5,46.4786
000000074037.jpg,2,100.0
000000074051.jpg,7,13.1537
000000074055.jpg,3,55.126
000000074065.jpg,0,100.0
000000074067.jpg,1,91.0189
000000074080.jpg,0,100.0
000000074081.jpg,1,88.4144
000000074088.jpg,1,92.7789
000000074090.jpg,1,71.5389
000000074099.jpg,3,60.1768
000000074100.jpg,0,99.4202
000000074101.jpg,4,38.085
000000074103.jpg,2,79.258
000000074110.jpg,1,69.0034
000000074114.jpg,0,98.6428
000000074120.jpg,1,99.9823
000000074124.jpg,3,65.4838
000000074127.jpg,1,79.8659
000000074135.jpg,1,88.843
000000074137.jpg,4,26.2204
000000074156.jpg,1,67.5661
000000074166.jpg,2,83.1217
000000074176.jpg,0,99.8903
000000074177.jpg,3,58.5819
000000074179.jpg,2,61.2896
000000074181.jpg,0,100.0
000000074183.jpg,1,96.7025
000000074211.jpg,1,79.5218
000000074215.jpg,1,75.8271
000000074217.jpg,0,100.0
000000074223.jpg,0,99.6066
000000074232.jpg,2,85.8748
000000074241.jpg,4,60.9931
000000074273.jpg,1,92.2621
000000074280.jpg,5,33.9614
000000074299.jpg,0,99.5388
000000074302.jpg,1,46.1453
000000074309.jpg,1,88.4911
000000074325.jpg,1,88.0505
000000074332.jpg,1,78.1595
000000074335.jpg,1,94.9665
000000074340.jpg,1,99.0116
000000074345.jpg,2,98.4909
000000074349.jpg,3,63.2288
000000074354.jpg,1,91.7723
000000074356.jpg,1,90.0249
000000074364.jpg,5,40.9404
000000074365.jpg,0,100.0
000000074369.jpg,0,99.7505
000000074386.jpg,3,60.7806
000000074398.jpg,2,68.6978
000000074407.jpg,1,100.0
000000074409.jpg,1,86.5946
000000074411.jpg,2,68.4076
000000074412.jpg,1,81.7106
000000074415.jpg,2,50.8278
000000074421.jpg,1,79.2386
000000074428.jpg,1,88.1312
000000074429.jpg,4,43.251
000000074446.jpg,1,74.6161
000000074456.jpg,0,100.0
000000074461.jpg,0,100.0
000000074462.jpg,3,69.5088
000000074466.jpg,0,98.9287
000000074478.jpg,3,68.2688
000000074492.jpg,1,93.7333
000000074515.jpg,1,91.6024
000000074523.jpg,2,55.8939
000000074570.jpg,2,59.9669
000000074572.jpg,1,83.7887
000000074574.jpg,1,80.798
000000074577.jpg,1,86.2672
000000074590.jpg,1,83.7987
000000074599.jpg,1,63.0729
000000074603.jpg,2,99.8261
000000074617.jpg,3,76.1994
000000074629.jpg,0,100.0
000000074638.jpg,1,92.9124
000000074650.jpg,1,100.0
000000074651.jpg,0,99.4184
000000074656.jpg,1,98.8287
000000074704.jpg,1,80.8284
000000074714.jpg,3,42.5783
000000074722.jpg,1,79.9237
000000074739.jpg,2,57.8443
000000074759.jpg,1,96.2083
000000074788.jpg,0,100.0
000000074789.jpg,3,68.932
000000074820.jpg,1,80.8254
000000074832.jpg,2,61.482
000000074835.jpg,1,84.9041
000000074838.jpg,1,89.6377
000000074840.jpg,2,55.916
000000074842.jpg,0,100.0
000000074846.jpg,5,23.4294
000000074853.jpg,0,99.8756
000000074861.jpg,1,79.1979
000000074863.jpg,1,100.0
000000074875.jpg,0,100.0
000000074885.jpg,2,94.7881
000000074900.jpg,2,77.0062
000000074902.jpg,2,53.5707
000000074917.jpg,0,100.0
000000074920.jpg,1,94.2853
000000074923.jpg,2,87.3856
000000074924.jpg,1,87.488
000000074925.jpg,1,84.278
000000074945.jpg,1,93.291
000000074951.jpg,1,86.2998
000000074959.jpg,1,88.1963
000000074967.jpg,2,99.9946
000000074975.jpg,1,99.9402
000000074990.jpg,1,67.7227
000000074993.jpg,2,35.8117
000000074996.jpg,2,81.4875
000000074997.jpg,4,41.5681
000000075001.jpg,2,86.276
000000075002.jpg,1,99.6496
000000075006.jpg,1,96.1445
000000075023.jpg,3,45.0518
000000075027.jpg,2,75.4837
000000075032.jpg,1,82.1066
000000075033.jpg,1,87.9625
000000075052.jpg,1,94.7501
000000075055.jpg,1,100.0
000000075080.jpg,4,42.7072
000000075095.jpg,1,88.5323
000000075114.jpg,1,100.0
000000075118.jpg,8,5.1832
000000075120.jpg,3,55.1292
000000075122.jpg,1,86.2493
000000075133.jpg,2,83.6442
000000075144.jpg,4,58.2021
000000075146.jpg,4,32.9781
000000075170.jpg,4,59.9147
000000075174.jpg,2,80.9748
000000075179.jpg,1,100.0
000000075183.jpg,1,89.1351
000000075187.jpg,1,90.655
000000075199.jpg,1,87.4078
000000075213.jpg,0,100.0
000000075234.jpg,1,97.2972
000000075243.jpg,7,16.9061
000000075258.jpg,1,88.0524
000000075266.jpg,3,60.6523
000000075270.jpg,1,97.5071
000000075283.jpg,1,85.3469
000000075296.jpg,1,94.4346
000000075299.jpg,2,68.4349
000000075305.jpg,0,99.9977
000000075322.jpg,1,100.0
000000075327.jpg,2,56.7096
000000075331.jpg,0,100.0
000000075339.jpg,2,82.8209
000000075341.jpg,1,84.4652
000000075359.jpg,1,100.0
000000075362.jpg,0,100.0
000000075372.jpg,1,93.9551
000000075373.jpg,5,30.224
000000075375.jpg,4,38.5407
000000075402.jpg,0,99.6412
000000075412.jpg,6,43.4876
000000075423.jpg,1,91.4034
000000075427.jpg,5,18.9628
000000075434.jpg,1,79.596
000000075450.jpg,1,100.0
000000075474.jpg,2,64.3664
000000075477.jpg,0,99.7658
000000075487.jpg,5,41.606
000000075494.jpg,1,95.5098
000000075516.jpg,2,67.9779
000000075527.jpg,1,92.9753
000000075535.jpg,1,99.4196
000000075546.jpg,2,78.2256
000000075552.jpg,3,80.83
000000075560.jpg,2,41.8411
000000075581.jpg,0,99.1483
000000075585.jpg,3,65.2939
000000075587.jpg,1,93.5995
000000075590.jpg,0,100.0
000000075595.jpg,2,92.534
000000075600.jpg,3,65.013
000000075603.jpg,1,93.1661
000000075605.jpg,1,100.0
000000075607.jpg,1,100.0
000000075608.jpg,1,96.5824
000000075620.jpg,2,72.9974
000000075621.jpg,1,93.6006
000000075624.jpg,2,82.2958
000000075630.jpg,3,53.2035
000000075636.jpg,2,82.8467
000000075637.jpg,2,77.7855
000000075643.jpg,1,99.8559
000000075646.jpg,1,100.0
000000075655.jpg,1,100.0
000000075668.jpg,1,73.8474
000000075673.jpg,2,100.0
000000075682.jpg,1,79.7181
000000075696.jpg,2,98.8672
000000075697.jpg,1,100.0
000000075708.jpg,2,74.1616
000000075713.jpg,0,99.9682
000000075719.jpg,5,49.621
000000075726.jpg,1,100.0
000000075727.jpg,2,63.7899
000000075740.jpg,0,100.0
000000075747.jpg,1,100.0
000000075753.jpg,6,29.8181
000000075754.jpg,1,99.999
000000075768.jpg,3,67.1813
000000075775.jpg,3,52.2817
000000075783.jpg,2,83.2805
000000075800.jpg,1,100.0
000000075806.jpg,5,38.8245
000000075810.jpg,1,89.7771
000000075841.jpg,2,83.6252
000000075842.jpg,1,76.7429
000000075852.jpg,2,65.288
000000075866.jpg,7,25.4941
000000075871.jpg,2,48.4672
000000075882.jpg,2,45.807
000000075884.jpg,2,76.6568
000000075901.jpg,2,61.6171
000000075905.jpg,1,85.7501
000000075906.jpg,2,67.5551
000000075910.jpg,2,90.0165
000000075924.jpg,4,68.2367
000000075925.jpg,0,99.9283
000000075927.jpg,3,44.1618
000000075932.jpg,7,29.614
000000075968.jpg,0,100.0
000000075971.jpg,0,99.8351
000000075973.jpg,1,90.6805
000000075982.jpg,1,95.1367
000000075990.jpg,1,81.1423
000000075999.jpg,1,91.0051
000000076004.jpg,3,65.245
000000076005.jpg,1,94.9888
000000076009.jpg,1,80.555
000000076028.jpg,5,49.1723
000000076029.jpg,4,66.8267
000000076034.jpg,1,76.4255
000000076049.jpg,1,99.7256
000000076079.jpg,0,100.0
000000076081.jpg,1,75.5987
000000076082.jpg,3,37.3922
000000076101.jpg,3,78.9928
000000076111.jpg,3,48.2815
000000076130.jpg,1,99.5638
000000076146.jpg,0,99.7234
000000076161.jpg,1,91.7348
000000076170.jpg,0,99.4365
000000076176.jpg,1,88.9114
000000076178.jpg,0,100.0
000000076179.jpg,0,99.4871
000000076245.jpg,0,99.8375
000000076250.jpg,1,89.8699
000000076257.jpg,0,99.978
000000076268.jpg,2,72.1693
000000076292.jpg,1,56.9361
000000076293.jpg,5,52.7893
000000076295.jpg,3,74.9827
000000076308.jpg,3,68.2589
000000076334.jpg,3,72.1756
000000076349.jpg,1,93.166
000000076364.jpg,1,87.4194
000000076372.jpg,2,75.3676
000000076401.jpg,1,86.6
000000076405.jpg,4,39.9429
000000076406.jpg,0,100.0
000000076414.jpg,2,47.7937
000000076430.jpg,4,62.8656
000000076431.jpg,0,99.5065
000000076487.jpg,0,99.8738
000000076521.jpg,2,99.7189
000000076541.jpg,1,97.3044
000000076572.jpg,1,99.6816
000000076578.jpg,0,100.0
000000076583.jpg,0,100.0
000000076584.jpg,2,59.7383
000000076590.jpg,0,99.6838
000000076593.jpg,3,71.6009
000000076595.jpg,1,79.6198
000000076607.jpg,0,100.0
000000076608.jpg,2,75.8073
000000076615.jpg,1,71.3124
000000076619.jpg,1,91.752
000000076632.jpg,1,80.6845
000000076636.jpg,2,62.6592
000000076676.jpg,0,100.0
000000076680.jpg,1,78.2885
000000076681.jpg,1,88.3461
000000076709.jpg,5,46.5465
000000076721.jpg,1,84.0824
000000076738.jpg,1,96.1925
000000076740.jpg,2,99.5809
000000076742.jpg,1,93.4343
000000076746.jpg,0,100.0
000000076753.jpg,1,84.0703
000000076762.jpg,0,100.0
000000076765.jpg,1,97.5878
000000076768.jpg,2,59.1771
000000076776.jpg,1,99.9996
000000076784.jpg,1,69.9841
000000076822.jpg,1,66.2482
000000076844.jpg,2,62.5482
000000076847.jpg,1,80.1273
000000076873.jpg,2,100.0
000000076882.jpg,2,81.6381
000000076885.jpg,1,95.2971
000000076893.jpg,1,100.0
000000076901.jpg,2,68.296
000000076934.jpg,2,88.2909
000000076937.jpg,0,99.9467
000000076942.jpg,0,99.3652
000000076956.jpg,2,76.6702
000000076970.jpg,0,98.7568
000000076973.jpg,2,51.6935
000000076978.jpg,1,87.0268
000000076992.jpg,0,100.0
000000076994.jpg,2,66.2227
000000077001.jpg,5,23.6552
000000077003.jpg,2,59.8737
000000077005.jpg,1,95.4695
000000077012.jpg,1,91.4845
000000077018.jpg,2,58.3547
000000077027.jpg,3,69.5493
000000077039.jpg,3,36.0894
000000077050.jpg,3,74.3568
000000077055.jpg,1,71.7261
000000077061.jpg,3,45.8509
000000077063.jpg,5,39.5766
000000077067.jpg,2,52.002
000000077072.jpg,1,100.0
000000077092.jpg,0,100.0
000000077099.jpg,1,89.2884
000000077100.jpg,2,56.2778
000000077121.jpg,1,90.669
000000077136.jpg,1,90.1003
000000077154.jpg,5,26.5384
000000077155.jpg,2,65.8023
000000077159.jpg,5,36.4847
000000077160.jpg,3,69.3311
000000077181.jpg,1,89.2512
000000077184.jpg,3,66.0474
000000077185.jpg,5,37.499
000000077195.jpg,0,100.0
000000077222.jpg,1,91.7967
000000077236.jpg,2,88.7617
000000077296.jpg,3,67.3573
000000077297.jpg,1,91.6976
000000077298.jpg,3,74.3945
000000077308.jpg,1,80.6877
000000077310.jpg,1,78.1812
000000077332.jpg,2,65.821
000000077345.jpg,1,100.0
000000077351.jpg,4,62.9527
000000077355.jpg,3,57.7009
000000077376.jpg,0,100.0
000000077377.jpg,3,78.2266
000000077383.jpg,2,65.666
000000077394.jpg,4,41.7533
000000077399.jpg,3,64.5732
000000077400.jpg,2,94.6943
000000077405.jpg,1,71.1579
000000077415.jpg,6,81.2809
000000077426.jpg,1,91.4032
000000077432.jpg,1,99.7689
000000077473.jpg,2,77.54
000000077481.jpg,1,97.3102
000000077504.jpg,3,62.1974
000000077517.jpg,1,83.3134
000000077533.jpg,1,71.7844
000000077544.jpg,3,69.5817
000000077553.jpg,1,90.0306
000000077556.jpg,3,62.5931
000000077577.jpg,0,100.0
000000077591.jpg,1,79.8717
000000077596.jpg,1,89.5573
000000077602.jpg,1,100.0
000000077615.jpg,1,77.07
000000077624.jpg,4,46.6059
000000077628.jpg,3,82.7316
000000077639.jpg,2,59.834
000000077643.jpg,1,90.1579
000000077650.jpg,1,79.7963
000000077660.jpg,2,86.5454
000000077662.jpg,4,86.9427
000000077663.jpg,1,100.0
000000077681.jpg,0,100.0
000000077686.jpg,1,75.4456
000000077689.jpg,1,83.0859
000000077693.jpg,0,99.7604
000000077707.jpg,3,61.9524
000000077709.jpg,3,66.7626
000000077721.jpg,1,91.107
000000077750.jpg,0,100.0
000000077752.jpg,3,86.4577
000000077754.jpg,2,94.1313
000000077783.jpg,1,99.0126
000000077784.jpg,2,91.1873
000000077792.jpg,6,34.4243
000000077805.jpg,0,99.1451
000000077806.jpg,0,99.8229
000000077814.jpg,1,97.1207
000000077821.jpg,1,85.112
000000077834.jpg,0,99.388
000000077837.jpg,1,95.4883
000000077841.jpg,2,89.2536
000000077851.jpg,0,100.0
000000077864.jpg,1,100.0
000000077873.jpg,1,95.9815
000000077889.jpg,1,96.2757
000000077891.jpg,1,90.3291
000000077899.jpg,1,75.1712
000000077902.jpg,2,100.0
000000077903.jpg,1,97.1138
000000077912.jpg,2,57.0324
000000077928.jpg,1,100.0
000000077953.jpg,1,69.107
000000077954.jpg,1,62.3799
000000077963.jpg,4,74.2747
000000077973.jpg,2,63.0445
000000077981.jpg,1,100.0
000000077997.jpg,3,97.0585
000000078016.jpg,2,95.3012
000000078026.jpg,1,93.6541
000000078042.jpg,1,84.3471
000000078053.jpg,0,99.8009
000000078054.jpg,1,79.4757
000000078058.jpg,3,90.9336
000000078060.jpg,2,78.6198
000000078061.jpg,0,100.0
000000078062.jpg,1,97.7317
000000078065.jpg,1,100.0
000000078093.jpg,1,90.0817
000000078130.jpg,1,94.0053
000000078169.jpg,4,59.6235
000000078176.jpg,4,75.9915
000000078194.jpg,3,73.6527
000000078196.jpg,2,89.5296
000000078213.jpg,1,99.8386
000000078225.jpg,0,100.0
000000078263.jpg,1,93.4677
000000078288.jpg,1,98.1751
000000078290.jpg,0,99.4245
000000078307.jpg,1,78.8195
000000078312.jpg,6,23.1693
000000078314.jpg,1,69.6057
000000078322.jpg,2,82.7563
000000078355.jpg,0,99.4962
000000078358.jpg,1,72.7296
000000078364.jpg,0,100.0
000000078380.jpg,0,100.0
000000078381.jpg,2,86.3717
000000078400.jpg,2,70.8389
000000078412.jpg,2,82.3776
000000078413.jpg,1,100.0
000000078416.jpg,0,100.0
000000078425.jpg,1,99.9809
000000078429.jpg,4,45.3251
000000078436.jpg,1,74.4311
000000078447.jpg,3,67.3861
000000078451.jpg,1,100.0
000000078465.jpg,2,83.8849
000000078466.jpg,0,100.0
000000078469.jpg,2,74.4597
000000078478.jpg,2,80.6921
000000078482.jpg,3,78.3472
000000078488.jpg,0,100.0
000000078490.jpg,0,99.9335
000000078495.jpg,2,70.7552
000000078509.jpg,2,81.5843
000000078511.jpg,0,99.7382
000000078517.jpg,1,82.8112
000000078537.jpg,4,26.1012
000000078550.jpg,2,67.4462
000000078553.jpg,1,88.8528
000000078575.jpg,7,18.1686
000000078578.jpg,1,100.0
000000078583.jpg,3,95.1682
000000078604.jpg,1,78.62
000000078609.jpg,0,100.0
000000078614.jpg,2,78.2725
000000078627.jpg,4,48.2379
000000078633.jpg,0,100.0
000000078638.jpg,1,100.0
000000078642.jpg,1,89.612
000000078650.jpg,1,94.1104
000000078671.jpg,3,90.4357
000000078681.jpg,2,58.5225
000000078683.jpg,2,76.0671
000000078684.jpg,1,93.9289
000000078696.jpg,3,54.6201
000000078701.jpg,0,100.0
000000078703.jpg,1,77.1171
000000078707.jpg,2,82.6914
000000078737.jpg,1,86.9946
000000078738.jpg,2,93.9541
000000078741.jpg,7,26.9766
000000078750.jpg,5,29.6413
000000078762.jpg,2,39.7699
000000078771.jpg,1,100.0
000000078781.jpg,1,96.5614
000000078803.jpg,6,68.4956
000000078813.jpg,1,90.8281
000000078825.jpg,5,37.2266
000000078836.jpg,2,89.0076
000000078838.jpg,1,100.0
000000078858.jpg,2,81.886
000000078859.jpg,0,100.0
000000078861.jpg,0,98.8645
000000078864.jpg,1,82.2757
000000078868.jpg,1,82.8864
000000078871.jpg,0,99.6711
000000078892.jpg,5,58.8668
000000078896.jpg,0,99.1364
000000078920.jpg,5,34.6275
000000078925.jpg,1,62.6017
000000078929.jpg,1,99.8807
000000078963.jpg,5,46.3417
000000078977.jpg,3,85.0512
000000078985.jpg,2,85.7604
000000078986.jpg,1,97.9798
000000079058.jpg,0,100.0
000000079070.jpg,1,78.046
000000079077.jpg,2,75.2766
000000079083.jpg,1,66.5459
000000079084.jpg,1,100.0
000000079090.jpg,1,99.9753
000000079113.jpg,1,95.6829
000000079139.jpg,1,100.0
000000079151.jpg,2,68.5125
000000079152.jpg,0,100.0
000000079170.jpg,2,99.7588
000000079189.jpg,1,100.0
000000079212.jpg,3,100.0
000000079213.jpg,1,100.0
000000079217.jpg,2,89.2385
000000079242.jpg,2,84.608
000000079244.jpg,3,57.7042
000000079258.jpg,1,81.9998
000000079260.jpg,1,68.2819
000000079261.jpg,1,94.6421
000000079262.jpg,1,81.5742
000000079277.jpg,0,100.0
000000079286.jpg,1,89.518
000000079305.jpg,1,78.8611
000000079313.jpg,1,97.571
000000079323.jpg,1,99.9989
000000079333.jpg,5,42.6888
000000079338.jpg,1,97.8747
000000079345.jpg,2,95.908
000000079354.jpg,1,87.7357
000000079356.jpg,0,99.7021
000000079357.jpg,2,51.5618
000000079367.jpg,1,84.4766
000000079380.jpg,0,98.9265
000000079392.jpg,5,35.2908
000000079396.jpg,0,99.8409
000000079397.jpg,7,10.5928
000000079407.jpg,0,100.0
000000079413.jpg,1,84.0195
000000079456.jpg,1,89.8909
000000079459.jpg,0,99.487
000000079471.jpg,0,100.0
000000079486.jpg,1,100.0
000000079495.jpg,2,93.8279
000000079503.jpg,1,91.8037
000000079512.jpg,1,99.8496
000000079513.jpg,0,100.0
000000079517.jpg,1,100.0
000000079544.jpg,0,100.0
000000079552.jpg,3,87.1985
000000079554.jpg,0,100.0
000000079563.jpg,0,99.3461
000000079567.jpg,1,99.9952
000000079578.jpg,2,99.6354
000000079591.jpg,2,91.1523
000000079602.jpg,1,95.4113
000000079603.jpg,0,100.0
000000079606.jpg,1,79.2298
000000079616.jpg,1,92.9268
000000079619.jpg,2,83.798
000000079632.jpg,1,95.9313
000000079641.jpg,0,100.0
000000079645.jpg,0,99.1676
000000079654.jpg,2,64.6583
000000079660.jpg,2,66.8577
000000079680.jpg,2,82.436
000000079684.jpg,0,100.0
