Image,Depth_level,Useful_pixels(%)
000000374966.jpg,1,82.349
000000374974.jpg,4,43.3476
000000374977.jpg,2,55.9941
000000374987.jpg,2,74.9938
000000374990.jpg,1,100.0
000000375001.jpg,3,69.6114
000000375004.jpg,0,100.0
000000375016.jpg,1,82.844
000000375021.jpg,2,93.792
000000375043.jpg,2,71.1417
000000375045.jpg,3,49.1304
000000375053.jpg,0,99.6389
000000375063.jpg,1,78.0583
000000375080.jpg,4,50.5566
000000375099.jpg,2,82.2168
000000375108.jpg,4,73.7214
000000375110.jpg,4,59.3867
000000375129.jpg,1,88.8898
000000375133.jpg,1,72.1742
000000375143.jpg,1,89.3851
000000375150.jpg,2,100.0
000000375153.jpg,1,79.3498
000000375184.jpg,0,100.0
000000375186.jpg,1,88.4912
000000375196.jpg,4,95.1915
000000375200.jpg,1,84.4636
000000375219.jpg,1,63.2479
000000375220.jpg,3,28.7915
000000375245.jpg,0,99.4069
000000375248.jpg,1,92.2761
000000375256.jpg,1,63.6121
000000375282.jpg,1,96.6953
000000375285.jpg,1,71.4541
000000375286.jpg,2,95.3078
000000375296.jpg,2,82.0137
000000375304.jpg,1,97.8319
000000375311.jpg,3,55.8194
000000375321.jpg,0,100.0
000000375324.jpg,1,94.0396
000000375325.jpg,1,100.0
000000375331.jpg,1,100.0
000000375357.jpg,2,40.7854
000000375369.jpg,2,64.546
000000375380.jpg,2,82.5344
000000375409.jpg,3,49.1556
000000375426.jpg,1,100.0
000000375440.jpg,5,35.0074
000000375450.jpg,2,60.5817
000000375461.jpg,1,100.0
000000375481.jpg,0,99.487
000000375483.jpg,0,100.0
000000375486.jpg,0,99.9838
000000375490.jpg,1,89.2309
000000375492.jpg,1,86.004
000000375504.jpg,1,56.0898
000000375521.jpg,2,72.6462
000000375528.jpg,4,54.8418
000000375530.jpg,1,66.9123
000000375531.jpg,1,94.7985
000000375535.jpg,1,92.6431
000000375536.jpg,4,35.5211
000000375554.jpg,0,99.0695
000000375566.jpg,1,66.3841
000000375575.jpg,2,76.4889
000000375591.jpg,0,99.4467
000000375606.jpg,2,79.2598
000000375621.jpg,1,93.9429
000000375637.jpg,5,51.6046
000000375659.jpg,0,100.0
000000375665.jpg,3,36.5636
000000375680.jpg,1,69.7572
000000375688.jpg,1,81.5726
000000375709.jpg,2,61.4985
000000375729.jpg,1,87.5498
000000375739.jpg,3,71.1638
000000375743.jpg,0,100.0
000000375750.jpg,3,62.1221
000000375755.jpg,1,99.9991
000000375759.jpg,1,100.0
000000375765.jpg,2,62.318
000000375769.jpg,0,99.9927
000000375782.jpg,3,67.4883
000000375786.jpg,4,25.5855
000000375801.jpg,1,84.4571
000000375806.jpg,7,16.1435
000000375809.jpg,0,99.4043
000000375810.jpg,1,83.6504
000000375812.jpg,1,99.9925
000000375814.jpg,1,99.5229
000000375823.jpg,0,99.282
000000375826.jpg,0,99.4228
000000375838.jpg,1,86.472
000000375857.jpg,2,79.0476
000000375875.jpg,2,88.9754
000000375881.jpg,1,98.2386
000000375882.jpg,2,67.7441
000000375892.jpg,1,75.4409
000000375897.jpg,0,99.7204
000000375899.jpg,0,100.0
000000375902.jpg,1,62.9684
000000375939.jpg,2,93.5861
000000375947.jpg,0,100.0
000000375951.jpg,2,86.344
000000375961.jpg,3,68.363
000000375989.jpg,1,96.3945
000000375996.jpg,2,75.0702
000000376009.jpg,2,89.7388
000000376010.jpg,1,100.0
000000376045.jpg,1,99.3168
000000376059.jpg,1,100.0
000000376079.jpg,2,87.5354
000000376084.jpg,1,99.9997
000000376087.jpg,1,94.6715
000000376089.jpg,1,84.7605
000000376109.jpg,1,91.4825
000000376123.jpg,1,99.9283
000000376125.jpg,1,97.2823
000000376136.jpg,3,55.2851
000000376141.jpg,6,26.1944
000000376160.jpg,1,94.4501
000000376165.jpg,1,90.254
000000376177.jpg,4,44.8537
000000376185.jpg,2,63.7895
000000376193.jpg,2,60.069
000000376196.jpg,4,54.0289
000000376208.jpg,1,99.985
000000376209.jpg,1,88.2107
000000376224.jpg,0,99.6371
000000376233.jpg,1,86.9365
000000376236.jpg,1,100.0
000000376241.jpg,1,96.2646
000000376246.jpg,2,85.8994
000000376247.jpg,0,99.6346
000000376258.jpg,1,99.9841
000000376263.jpg,1,92.8625
000000376269.jpg,1,94.323
000000376295.jpg,1,92.4518
000000376315.jpg,1,100.0
000000376342.jpg,1,99.7336
000000376347.jpg,4,54.8485
000000376362.jpg,1,100.0
000000376366.jpg,1,83.5894
000000376368.jpg,1,59.7973
000000376372.jpg,2,78.6457
000000376377.jpg,1,99.2083
000000376381.jpg,1,100.0
000000376384.jpg,1,89.9916
000000376385.jpg,1,98.527
000000376393.jpg,3,57.9948
000000376405.jpg,4,31.9778
000000376407.jpg,1,86.3342
000000376416.jpg,1,99.9787
000000376420.jpg,1,90.9001
000000376434.jpg,4,32.322
000000376436.jpg,2,75.721
000000376441.jpg,1,93.9893
000000376449.jpg,2,77.5204
000000376450.jpg,2,84.6278
000000376456.jpg,2,63.4591
000000376469.jpg,0,100.0
000000376479.jpg,3,50.6413
000000376490.jpg,1,100.0
000000376491.jpg,3,45.7536
000000376502.jpg,1,93.2689
000000376509.jpg,1,98.0043
000000376521.jpg,1,97.5632
000000376523.jpg,0,100.0
000000376524.jpg,5,27.5319
000000376531.jpg,1,76.991
000000376545.jpg,2,82.4919
000000376549.jpg,1,60.6169
000000376557.jpg,7,35.4701
000000376558.jpg,1,76.2237
000000376559.jpg,0,99.8581
000000376573.jpg,1,67.944
000000376575.jpg,3,69.9765
000000376590.jpg,1,98.0463
000000376603.jpg,1,92.3742
000000376623.jpg,5,22.0654
000000376628.jpg,2,59.28
000000376667.jpg,1,93.7008
000000376668.jpg,2,80.6828
000000376679.jpg,1,100.0
000000376697.jpg,2,99.9904
000000376701.jpg,1,88.3369
000000376715.jpg,3,72.9097
000000376719.jpg,1,99.9965
000000376731.jpg,1,88.7643
000000376740.jpg,1,99.1229
000000376750.jpg,1,93.6096
000000376751.jpg,4,42.6439
000000376754.jpg,3,64.3354
000000376757.jpg,1,78.1047
000000376763.jpg,2,83.5498
000000376773.jpg,1,67.4193
000000376776.jpg,1,81.1198
000000376790.jpg,2,74.594
000000376791.jpg,1,84.3809
000000376793.jpg,4,39.9051
000000376796.jpg,3,82.6057
000000376817.jpg,0,100.0
000000376822.jpg,4,42.223
000000376829.jpg,2,90.3867
000000376831.jpg,0,100.0
000000376838.jpg,2,60.7215
000000376839.jpg,1,85.7699
000000376843.jpg,1,100.0
000000376848.jpg,1,99.9475
000000376859.jpg,1,94.9993
000000376864.jpg,0,100.0
000000376882.jpg,1,81.1569
000000376891.jpg,2,59.513
000000376896.jpg,1,93.6164
000000376907.jpg,1,94.897
000000376911.jpg,1,92.5015
000000376912.jpg,1,99.636
000000376921.jpg,4,48.9454
000000376934.jpg,2,71.3454
000000376939.jpg,1,94.9071
000000376941.jpg,0,100.0
000000376947.jpg,0,100.0
000000376958.jpg,1,100.0
000000376959.jpg,1,96.4635
000000376965.jpg,2,81.2315
000000376972.jpg,1,88.0495
000000376983.jpg,3,85.1365
000000376988.jpg,0,100.0
000000376990.jpg,3,76.0539
000000377012.jpg,1,96.3666
000000377015.jpg,2,99.9972
000000377017.jpg,1,100.0
000000377019.jpg,1,83.8864
000000377023.jpg,1,100.0
000000377044.jpg,0,99.6097
000000377055.jpg,1,100.0
000000377059.jpg,0,99.9323
000000377060.jpg,0,97.9458
000000377080.jpg,1,94.6594
000000377084.jpg,1,96.2936
000000377090.jpg,4,34.4895
000000377091.jpg,0,100.0
000000377097.jpg,2,70.1211
000000377105.jpg,0,99.4241
000000377110.jpg,1,96.9115
000000377111.jpg,0,100.0
000000377119.jpg,1,100.0
000000377155.jpg,3,75.6681
000000377157.jpg,0,100.0
000000377159.jpg,2,100.0
000000377160.jpg,2,86.2208
000000377174.jpg,3,61.4844
000000377183.jpg,1,90.8128
000000377190.jpg,2,95.8306
000000377195.jpg,1,97.3991
000000377205.jpg,1,100.0
000000377213.jpg,2,64.7174
000000377218.jpg,2,88.7079
000000377226.jpg,1,92.0338
000000377235.jpg,1,89.8289
000000377237.jpg,1,100.0
000000377241.jpg,1,100.0
000000377244.jpg,1,97.9592
000000377245.jpg,2,73.9143
000000377251.jpg,0,100.0
000000377252.jpg,2,86.937
000000377262.jpg,0,99.4176
000000377278.jpg,1,84.7142
000000377297.jpg,7,11.6179
000000377319.jpg,1,100.0
000000377322.jpg,3,73.7679
000000377329.jpg,1,89.6835
000000377331.jpg,1,77.1022
000000377339.jpg,3,55.0282
000000377342.jpg,2,65.514
000000377352.jpg,1,96.6944
000000377361.jpg,1,75.4589
000000377385.jpg,3,58.0141
000000377412.jpg,1,91.0954
000000377422.jpg,1,72.119
000000377423.jpg,1,100.0
000000377427.jpg,0,100.0
000000377432.jpg,1,64.0877
000000377450.jpg,1,100.0
000000377456.jpg,1,83.0823
000000377464.jpg,2,56.7308
000000377467.jpg,1,90.0789
000000377473.jpg,1,78.8717
000000377476.jpg,0,100.0
000000377488.jpg,0,100.0
000000377496.jpg,1,100.0
000000377509.jpg,2,65.7374
000000377510.jpg,1,78.4119
000000377513.jpg,0,100.0
000000377515.jpg,1,99.9938
000000377543.jpg,0,100.0
000000377570.jpg,1,85.2454
000000377572.jpg,0,99.5162
000000377577.jpg,3,51.8889
000000377578.jpg,1,90.902
000000377585.jpg,1,96.0824
000000377589.jpg,0,100.0
000000377592.jpg,2,90.5185
000000377594.jpg,1,80.6608
000000377612.jpg,1,86.6308
000000377613.jpg,1,88.0043
000000377626.jpg,5,27.9031
000000377632.jpg,1,83.8926
000000377647.jpg,3,72.2995
000000377651.jpg,2,68.4587
000000377652.jpg,1,88.7181
000000377666.jpg,2,54.338
000000377694.jpg,2,84.9376
000000377701.jpg,0,100.0
000000377706.jpg,0,99.0684
000000377713.jpg,3,45.7504
000000377715.jpg,0,99.9796
000000377716.jpg,3,38.7233
000000377730.jpg,3,59.9632
000000377732.jpg,0,100.0
000000377756.jpg,3,56.4001
000000377758.jpg,2,56.0467
000000377760.jpg,1,87.9653
000000377762.jpg,2,68.0273
000000377777.jpg,0,99.6732
000000377802.jpg,1,70.4376
000000377808.jpg,0,100.0
000000377809.jpg,1,96.4128
000000377816.jpg,1,84.2338
000000377832.jpg,1,94.8064
000000377837.jpg,1,67.3132
000000377850.jpg,1,98.9824
000000377853.jpg,4,49.2462
000000377868.jpg,1,87.1971
000000377881.jpg,1,100.0
000000377901.jpg,1,91.8695
000000377910.jpg,0,100.0
000000377914.jpg,1,62.2591
000000377926.jpg,2,93.0191
000000377944.jpg,1,96.2559
000000377949.jpg,2,59.6855
000000377951.jpg,1,100.0
000000377952.jpg,3,69.4888
000000377964.jpg,0,99.3672
000000377983.jpg,0,100.0
000000377984.jpg,0,100.0
000000377999.jpg,5,33.6403
000000378022.jpg,1,87.5622
000000378024.jpg,1,100.0
000000378028.jpg,1,95.9379
000000378030.jpg,2,73.718
000000378048.jpg,3,27.6665
000000378055.jpg,1,97.2859
000000378056.jpg,3,82.0382
000000378070.jpg,3,60.6294
000000378071.jpg,1,65.195
000000378081.jpg,2,60.6416
000000378092.jpg,3,79.293
000000378096.jpg,1,93.6904
000000378118.jpg,1,93.9589
000000378126.jpg,2,89.9652
000000378134.jpg,1,71.3512
000000378137.jpg,3,67.5446
000000378146.jpg,2,91.0416
000000378147.jpg,5,24.1654
000000378154.jpg,1,97.2656
000000378163.jpg,0,100.0
000000378169.jpg,1,92.5844
000000378179.jpg,3,77.3311
000000378194.jpg,5,22.4336
000000378198.jpg,2,78.5255
000000378203.jpg,1,93.945
000000378204.jpg,2,84.0216
000000378214.jpg,1,61.6495
000000378229.jpg,1,100.0
000000378268.jpg,2,68.5938
000000378276.jpg,1,94.7249
000000378293.jpg,2,72.5525
000000378305.jpg,3,41.8223
000000378312.jpg,0,99.3482
000000378313.jpg,2,88.503
000000378323.jpg,0,99.2195
000000378331.jpg,1,87.7318
000000378334.jpg,3,87.7109
000000378344.jpg,6,47.2689
000000378347.jpg,1,74.1667
000000378373.jpg,2,75.4733
000000378375.jpg,9,12.0504
000000378415.jpg,0,99.6872
000000378419.jpg,1,100.0
000000378440.jpg,1,92.6654
000000378444.jpg,1,75.3227
000000378448.jpg,1,99.997
000000378458.jpg,1,100.0
000000378461.jpg,0,100.0
000000378466.jpg,2,78.1847
000000378467.jpg,2,74.1068
000000378471.jpg,0,99.8897
000000378482.jpg,4,81.3927
000000378494.jpg,0,99.2631
000000378499.jpg,2,74.1247
000000378502.jpg,1,77.6292
000000378521.jpg,2,76.531
000000378522.jpg,1,90.8983
000000378538.jpg,2,59.7988
000000378544.jpg,2,74.6429
000000378561.jpg,1,72.2942
000000378588.jpg,5,16.0615
000000378611.jpg,1,46.6077
000000378614.jpg,3,58.4176
000000378621.jpg,1,76.1872
000000378626.jpg,0,100.0
000000378638.jpg,1,97.2767
000000378652.jpg,1,73.2982
000000378657.jpg,2,39.2858
000000378658.jpg,2,84.7299
000000378659.jpg,0,100.0
000000378661.jpg,1,99.993
000000378662.jpg,3,71.7795
000000378667.jpg,0,100.0
000000378670.jpg,2,80.9179
000000378684.jpg,0,100.0
000000378701.jpg,6,67.533
000000378711.jpg,3,66.1545
000000378720.jpg,2,74.0932
000000378726.jpg,0,100.0
000000378727.jpg,1,70.2459
000000378736.jpg,5,53.9435
000000378747.jpg,3,65.2903
000000378768.jpg,0,98.7745
000000378775.jpg,2,75.4295
000000378778.jpg,1,83.5038
000000378786.jpg,1,100.0
000000378821.jpg,3,92.0533
000000378823.jpg,3,58.7379
000000378825.jpg,1,100.0
000000378827.jpg,1,99.9974
000000378831.jpg,2,98.8127
000000378832.jpg,0,100.0
000000378846.jpg,4,86.7575
000000378872.jpg,5,54.0024
000000378894.jpg,1,93.5837
000000378905.jpg,1,95.7651
000000378906.jpg,1,83.1261
000000378907.jpg,2,94.2897
000000378916.jpg,1,100.0
000000378921.jpg,0,100.0
000000378922.jpg,2,90.4511
000000378928.jpg,1,96.2186
000000378929.jpg,1,98.2695
000000378940.jpg,2,99.9923
000000378948.jpg,3,81.8565
000000378962.jpg,2,67.418
000000378967.jpg,3,53.1565
000000378970.jpg,0,100.0
000000378983.jpg,4,51.3045
000000379004.jpg,1,99.9049
000000379018.jpg,1,100.0
000000379034.jpg,1,81.4444
000000379044.jpg,1,100.0
000000379052.jpg,2,78.776
000000379064.jpg,0,99.7772
000000379086.jpg,3,53.232
000000379093.jpg,0,100.0
000000379105.jpg,4,49.2832
000000379108.jpg,2,82.7538
000000379115.jpg,8,18.4843
000000379120.jpg,2,77.6745
000000379130.jpg,1,100.0
000000379136.jpg,1,85.0387
000000379143.jpg,1,79.4933
000000379144.jpg,4,52.3799
000000379162.jpg,1,95.7871
000000379172.jpg,2,69.223
000000379173.jpg,1,82.8553
000000379180.jpg,0,99.9559
000000379188.jpg,0,100.0
000000379193.jpg,4,66.8825
000000379201.jpg,2,79.5539
000000379210.jpg,0,100.0
000000379211.jpg,3,81.4132
000000379230.jpg,1,84.6112
000000379232.jpg,1,79.715
000000379259.jpg,1,78.6084
000000379261.jpg,1,84.7513
000000379272.jpg,0,99.5243
000000379294.jpg,1,85.0572
000000379308.jpg,1,80.3546
000000379312.jpg,0,100.0
000000379350.jpg,1,100.0
000000379370.jpg,1,77.1992
000000379375.jpg,1,94.5599
000000379402.jpg,0,100.0
000000379405.jpg,1,92.7635
000000379434.jpg,1,84.0244
000000379464.jpg,1,82.4311
000000379468.jpg,2,74.1402
000000379475.jpg,2,77.421
000000379487.jpg,2,100.0
000000379488.jpg,2,84.8294
000000379498.jpg,3,69.1172
000000379508.jpg,1,93.7141
000000379520.jpg,1,88.7122
000000379539.jpg,1,97.1572
000000379542.jpg,1,100.0
000000379552.jpg,3,66.0974
000000379561.jpg,2,78.4745
000000379578.jpg,0,100.0
000000379579.jpg,1,92.7286
000000379585.jpg,2,92.7615
000000379586.jpg,2,76.6783
000000379605.jpg,8,29.6927
000000379607.jpg,2,71.9554
000000379612.jpg,5,46.933
000000379613.jpg,1,81.3193
000000379649.jpg,1,100.0
000000379666.jpg,1,99.5364
000000379667.jpg,1,100.0
000000379672.jpg,1,89.2767
000000379711.jpg,3,65.7572
000000379713.jpg,0,99.4288
000000379732.jpg,0,100.0
000000379734.jpg,1,91.6726
000000379742.jpg,1,77.6305
000000379766.jpg,3,55.207
000000379777.jpg,1,72.2028
000000379781.jpg,1,75.0358
000000379784.jpg,0,99.0735
000000379820.jpg,1,100.0
000000379837.jpg,1,92.9052
000000379841.jpg,0,99.4797
000000379844.jpg,2,40.8145
000000379845.jpg,1,99.9996
000000379853.jpg,2,81.3254
000000379865.jpg,0,99.5199
000000379871.jpg,1,99.998
000000379882.jpg,1,79.3841
000000379911.jpg,1,95.75
000000379914.jpg,1,93.2019
000000379940.jpg,2,89.5667
000000379941.jpg,1,75.9515
000000379944.jpg,1,100.0
000000379955.jpg,1,69.5262
000000379965.jpg,1,100.0
000000379980.jpg,1,87.9181
000000380007.jpg,1,92.425
000000380034.jpg,2,79.0299
000000380039.jpg,0,100.0
000000380057.jpg,2,36.6823
000000380084.jpg,1,92.1156
000000380088.jpg,1,95.2865
000000380096.jpg,5,44.5797
000000380100.jpg,0,100.0
000000380101.jpg,3,74.0369
000000380109.jpg,3,42.1602
000000380122.jpg,2,62.872
000000380139.jpg,0,100.0
000000380140.jpg,1,98.7216
000000380148.jpg,2,75.73
000000380192.jpg,4,78.4019
000000380227.jpg,1,99.8109
000000380252.jpg,3,73.4072
000000380259.jpg,1,93.8864
000000380271.jpg,0,99.9608
000000380279.jpg,1,76.1921
000000380280.jpg,1,100.0
000000380301.jpg,0,100.0
000000380306.jpg,0,100.0
000000380325.jpg,2,94.4152
000000380329.jpg,3,73.1873
000000380330.jpg,1,85.7292
000000380337.jpg,4,47.4192
000000380344.jpg,1,96.2363
000000380350.jpg,2,73.0049
000000380351.jpg,1,99.9971
000000380388.jpg,4,41.5227
000000380395.jpg,1,99.336
000000380414.jpg,1,74.7868
000000380420.jpg,2,100.0
000000380425.jpg,1,99.2868
000000380429.jpg,0,99.8682
000000380432.jpg,2,90.5571
000000380440.jpg,1,92.9463
000000380447.jpg,0,100.0
000000380449.jpg,1,100.0
000000380453.jpg,2,88.3562
000000380455.jpg,1,92.5176
000000380459.jpg,1,95.2357
000000380474.jpg,1,73.8455
000000380475.jpg,0,99.3148
000000380482.jpg,1,85.6799
000000380484.jpg,0,100.0
000000380487.jpg,1,86.6117
000000380495.jpg,0,99.3044
000000380500.jpg,0,100.0
000000380516.jpg,1,89.3672
000000380522.jpg,6,15.3853
000000380524.jpg,1,100.0
000000380528.jpg,2,69.5025
000000380538.jpg,2,94.1227
000000380539.jpg,2,77.9074
000000380552.jpg,2,47.207
000000380557.jpg,1,77.5137
000000380586.jpg,1,98.0199
000000380591.jpg,0,100.0
000000380609.jpg,0,100.0
000000380632.jpg,0,99.5794
000000380634.jpg,0,100.0
000000380636.jpg,1,87.3939
000000380639.jpg,0,100.0
000000380657.jpg,0,100.0
000000380661.jpg,1,87.1325
000000380665.jpg,1,70.9948
000000380715.jpg,1,83.7024
000000380720.jpg,0,98.7515
000000380724.jpg,2,58.2802
000000380732.jpg,1,84.3291
000000380733.jpg,7,27.972
000000380734.jpg,1,72.4294
000000380750.jpg,2,60.2201
000000380752.jpg,1,78.6967
000000380754.jpg,1,96.2324
000000380780.jpg,4,60.9529
000000380797.jpg,1,66.8086
000000380798.jpg,1,71.4046
000000380802.jpg,1,97.822
000000380820.jpg,1,78.6432
000000380827.jpg,2,79.2026
000000380828.jpg,1,76.6883
000000380834.jpg,3,64.7693
000000380859.jpg,4,46.4133
000000380889.jpg,3,75.6629
000000380893.jpg,0,100.0
000000380898.jpg,1,71.0611
000000380900.jpg,2,70.8104
000000380909.jpg,0,100.0
000000380918.jpg,2,100.0
000000380920.jpg,1,73.5742
000000380924.jpg,3,93.0347
000000380928.jpg,1,90.8307
000000380935.jpg,0,99.632
000000380938.jpg,3,83.7408
000000380979.jpg,1,88.1305
000000380981.jpg,0,99.9897
000000380993.jpg,2,80.2217
000000380998.jpg,2,100.0
000000381000.jpg,0,100.0
000000381014.jpg,3,52.0602
000000381017.jpg,4,67.069
000000381018.jpg,6,52.8351
000000381021.jpg,0,99.3281
000000381025.jpg,4,37.0349
000000381032.jpg,0,100.0
000000381041.jpg,0,100.0
000000381051.jpg,3,92.8103
000000381065.jpg,0,99.0842
000000381069.jpg,1,100.0
000000381093.jpg,2,48.4081
000000381106.jpg,0,99.3236
000000381108.jpg,0,100.0
000000381116.jpg,0,100.0
000000381117.jpg,0,99.154
000000381119.jpg,1,81.6852
000000381123.jpg,5,30.2812
000000381128.jpg,4,44.9992
000000381134.jpg,1,94.2166
000000381139.jpg,4,65.8304
000000381154.jpg,3,67.0246
000000381163.jpg,3,88.3301
000000381193.jpg,4,19.7379
000000381194.jpg,0,99.0957
000000381205.jpg,1,92.8011
000000381208.jpg,0,98.7335
000000381216.jpg,2,75.5943
000000381217.jpg,1,92.8717
000000381231.jpg,1,93.6655
000000381238.jpg,0,100.0
000000381244.jpg,1,99.9574
000000381246.jpg,0,100.0
000000381253.jpg,2,71.1483
000000381255.jpg,1,96.2368
000000381262.jpg,1,79.925
000000381265.jpg,0,99.208
000000381270.jpg,2,95.698
000000381296.jpg,0,100.0
000000381301.jpg,2,76.4358
000000381305.jpg,3,62.2627
000000381314.jpg,2,87.3958
000000381315.jpg,3,67.6387
000000381330.jpg,0,100.0
000000381332.jpg,0,100.0
000000381333.jpg,5,37.9281
000000381334.jpg,1,100.0
000000381366.jpg,2,95.144
000000381377.jpg,0,98.7188
000000381395.jpg,2,83.6444
000000381400.jpg,1,88.7384
000000381403.jpg,1,96.4055
000000381406.jpg,1,63.3395
000000381416.jpg,2,87.318
000000381430.jpg,1,87.1836
000000381433.jpg,2,69.3403
000000381457.jpg,1,85.9121
000000381458.jpg,1,100.0
000000381460.jpg,1,77.1151
000000381470.jpg,1,71.7181
000000381472.jpg,4,45.6628
000000381475.jpg,1,84.908
000000381476.jpg,0,99.4359
000000381492.jpg,2,88.7555
000000381509.jpg,3,86.6543
000000381514.jpg,7,24.564
000000381517.jpg,1,100.0
000000381519.jpg,0,99.6956
000000381527.jpg,0,98.6733
000000381529.jpg,1,92.8615
000000381533.jpg,2,66.0439
000000381540.jpg,1,93.7601
000000381544.jpg,3,61.811
000000381546.jpg,3,42.2804
000000381547.jpg,3,56.5772
000000381551.jpg,1,99.8881
000000381555.jpg,3,63.9549
000000381556.jpg,0,100.0
000000381568.jpg,2,61.4627
000000381577.jpg,2,84.1379
000000381602.jpg,2,61.4747
000000381607.jpg,0,100.0
000000381608.jpg,1,90.8936
000000381610.jpg,1,97.4042
000000381619.jpg,7,13.0167
000000381626.jpg,0,100.0
000000381633.jpg,1,100.0
000000381646.jpg,8,24.8714
000000381664.jpg,0,99.7391
000000381667.jpg,2,58.7968
000000381682.jpg,1,99.61
000000381683.jpg,1,95.5843
000000381694.jpg,3,64.3667
000000381704.jpg,2,80.8356
000000381721.jpg,1,81.68
000000381723.jpg,1,100.0
000000381758.jpg,0,99.4909
000000381766.jpg,1,100.0
000000381788.jpg,0,99.4928
000000381789.jpg,1,99.999
000000381795.jpg,6,31.7981
000000381811.jpg,0,99.9024
000000381821.jpg,0,99.5521
000000381826.jpg,2,86.9982
000000381828.jpg,1,99.9967
000000381851.jpg,1,87.0762
000000381856.jpg,0,99.3989
000000381870.jpg,1,89.7336
000000381875.jpg,1,92.6975
000000381889.jpg,2,91.2738
000000381890.jpg,1,80.9966
000000381892.jpg,2,76.8557
000000381895.jpg,1,84.2651
000000381908.jpg,3,72.8447
000000381923.jpg,1,100.0
000000381925.jpg,3,61.8293
000000381928.jpg,2,49.0253
000000381931.jpg,0,100.0
000000381932.jpg,1,100.0
000000381948.jpg,7,16.7465
000000381967.jpg,1,94.6715
000000381991.jpg,1,91.8403
000000381994.jpg,7,12.9459
000000381996.jpg,0,100.0
000000381999.jpg,2,81.0718
000000382011.jpg,1,97.8107
000000382032.jpg,2,85.6535
000000382038.jpg,2,69.7099
000000382041.jpg,2,87.9969
000000382058.jpg,0,100.0
000000382069.jpg,2,58.3009
000000382078.jpg,2,98.3416
000000382080.jpg,1,98.477
000000382081.jpg,1,83.7917
000000382083.jpg,1,100.0
000000382100.jpg,0,99.0816
000000382101.jpg,1,94.6692
000000382103.jpg,0,99.7124
000000382104.jpg,1,88.522
000000382107.jpg,1,76.2578
000000382109.jpg,0,100.0
000000382126.jpg,3,68.125
000000382142.jpg,2,100.0
000000382174.jpg,2,74.0671
000000382182.jpg,4,70.437
000000382188.jpg,2,74.6803
000000382193.jpg,1,100.0
000000382203.jpg,0,100.0
000000382207.jpg,0,99.6771
000000382227.jpg,0,99.6528
000000382256.jpg,3,76.3763
000000382263.jpg,0,99.7607
000000382274.jpg,3,44.5799
000000382278.jpg,1,70.3066
000000382288.jpg,3,44.1169
000000382289.jpg,0,100.0
000000382307.jpg,2,94.8141
000000382312.jpg,2,83.2731
000000382316.jpg,3,61.9864
000000382320.jpg,4,56.6305
000000382341.jpg,2,73.9854
000000382342.jpg,1,77.0924
000000382345.jpg,3,20.5051
000000382350.jpg,2,100.0
000000382356.jpg,0,100.0
000000382357.jpg,5,30.0533
000000382361.jpg,1,85.7739
000000382383.jpg,1,98.5809
000000382400.jpg,6,24.351
000000382401.jpg,4,49.3254
000000382406.jpg,1,94.2006
000000382411.jpg,2,88.5406
000000382423.jpg,1,96.5719
000000382448.jpg,1,74.7691
000000382462.jpg,2,80.2076
000000382472.jpg,0,100.0
000000382476.jpg,3,51.52
000000382512.jpg,1,96.166
000000382527.jpg,2,92.8839
000000382530.jpg,2,96.362
000000382554.jpg,2,85.8759
000000382557.jpg,2,82.2973
000000382563.jpg,0,100.0
000000382569.jpg,0,98.889
000000382572.jpg,0,100.0
000000382603.jpg,1,78.5697
000000382620.jpg,1,78.5912
000000382625.jpg,1,87.8858
000000382630.jpg,3,55.0651
000000382636.jpg,0,100.0
000000382638.jpg,1,100.0
000000382640.jpg,1,70.7656
000000382643.jpg,2,56.679
000000382655.jpg,2,77.4237
000000382659.jpg,5,31.3035
000000382662.jpg,1,92.04
000000382664.jpg,5,99.9932
000000382669.jpg,1,100.0
000000382670.jpg,1,58.9463
000000382683.jpg,2,59.7504
000000382693.jpg,1,100.0
000000382695.jpg,2,98.6898
000000382701.jpg,1,89.9759
000000382704.jpg,1,91.547
000000382706.jpg,3,63.8891
000000382707.jpg,3,70.7963
000000382714.jpg,1,71.0411
000000382715.jpg,0,100.0
000000382729.jpg,1,99.6747
000000382731.jpg,2,96.8417
000000382736.jpg,1,90.3913
000000382737.jpg,1,86.0169
000000382742.jpg,4,44.1522
000000382770.jpg,1,64.1657
000000382784.jpg,1,100.0
000000382789.jpg,0,100.0
000000382797.jpg,1,92.6544
000000382800.jpg,1,99.9831
000000382801.jpg,1,92.5781
000000382848.jpg,2,61.3481
000000382854.jpg,1,70.44
000000382855.jpg,1,92.362
000000382863.jpg,0,99.4804
000000382873.jpg,1,89.7541
000000382881.jpg,1,76.8369
000000382945.jpg,2,96.5865
000000382947.jpg,1,94.8291
000000382953.jpg,2,58.2121
000000382954.jpg,3,81.0856
000000382958.jpg,3,88.1231
000000382969.jpg,2,97.7804
000000382971.jpg,0,100.0
000000382973.jpg,0,99.6764
000000382979.jpg,0,99.6403
000000382999.jpg,1,83.6812
000000383001.jpg,2,71.9663
000000383007.jpg,1,99.9845
000000383014.jpg,4,63.224
000000383029.jpg,1,93.1526
000000383046.jpg,2,72.6694
000000383047.jpg,0,100.0
000000383048.jpg,0,99.2419
000000383053.jpg,2,67.0437
000000383065.jpg,2,86.1726
